,filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes,annotation_shape,bounding_box_coords,parent_label,defect_class
24165,M0361C006000.jpg,16826,{},18,8,"{""name"":""rect"",""x"":231,""y"":61,""width"":9,""height"":59}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[231, 240, 61, 120]",Contact,FrontGridInterruption
57581,M0616C035000.jpg,13264,{},4,2,"{""name"":""rect"",""x"":18,""y"":42,""width"":6,""height"":37}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[18, 24, 42, 79]",Contact,FrontGridInterruption
75363,M0708C056000.jpg,13159,{},1,0,"{""name"":""polygon"",""all_points_x"":[246,246,252,252,246],""all_points_y"":[218,255,255,217,218]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[246, 252, 217, 255]",Contact,FrontGridInterruption
72922,M0641C041000.jpg,15568,{},25,11,"{""name"":""rect"",""x"":121,""y"":197,""width"":7,""height"":29}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[121, 128, 197, 226]",Contact,FrontGridInterruption
47216,M0444C005000.jpg,14754,{},3,0,"{""name"":""rect"",""x"":250,""y"":260,""width"":3,""height"":25}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[250, 253, 260, 285]",Contact,FrontGridInterruption
2816,M0004C011000.jpg,3784,{},12,2,"{""name"":""rect"",""x"":124,""y"":74,""width"":7,""height"":55}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[124, 131, 74, 129]",Contact,FrontGridInterruption
22321,M0357C039000.jpg,16731,{},7,0,"{""name"":""rect"",""x"":79,""y"":86,""width"":11,""height"":36}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[79, 90, 86, 122]",Contact,FrontGridInterruption
45860,M0414C036100.jpg,16245,{},2,0,"{""name"":""rect"",""x"":116,""y"":131,""width"":3,""height"":47}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[116, 119, 131, 178]",Contact,FrontGridInterruption
9950,M0134C026000.jpg,17155,{},14,0,"{""name"":""rect"",""x"":44,""y"":65,""width"":8,""height"":41}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[44, 52, 65, 106]",Contact,FrontGridInterruption
50360,M0471C011000.jpg,13930,{},4,0,"{""name"":""rect"",""x"":184,""y"":268,""width"":3,""height"":13}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[184, 187, 268, 281]",Contact,FrontGridInterruption
797,Bent+120C_relax 0Pa TestName_20201223_133015.673_C037.jpg,36135,{},7,1,"{""name"":""rect"",""x"":32,""y"":64,""width"":3,""height"":24}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[32, 35, 64, 88]",Contact,FrontGridInterruption
31220,M0379C056000.jpg,16433,{},21,0,"{""name"":""rect"",""x"":13,""y"":0,""width"":5,""height"":37}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[13, 18, 0, 37]",Contact,FrontGridInterruption
56783,M0595C038100.jpg,17257,{},6,0,"{""name"":""polygon"",""all_points_x"":[279,279,287,285,279],""all_points_y"":[203,258,257,205,203]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[279, 287, 203, 258]",Contact,FrontGridInterruption
48349,M0456C004100.jpg,16320,{},5,0,"{""name"":""rect"",""x"":178,""y"":124,""width"":3,""height"":48}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[178, 181, 124, 172]",Contact,FrontGridInterruption
21817,M0356C034000.jpg,16708,{},16,0,"{""name"":""rect"",""x"":12,""y"":2,""width"":8,""height"":19}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[12, 20, 2, 21]",Contact,FrontGridInterruption
21862,M0356C038000.jpg,15991,{},11,0,"{""name"":""rect"",""x"":53,""y"":6,""width"":10,""height"":34}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[53, 63, 6, 40]",Contact,FrontGridInterruption
55913,M0585C052100.jpg,17270,{},2,0,"{""name"":""polygon"",""all_points_x"":[203,203,211,211,201],""all_points_y"":[137,152,153,137,136]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[201, 211, 136, 153]",Contact,FrontGridInterruption
70761,M0638C060000.jpg,14326,{},8,2,"{""name"":""rect"",""x"":71,""y"":219,""width"":7,""height"":27}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[71, 78, 219, 246]",Contact,FrontGridInterruption
18535,M0334C037100.jpg,16086,{},7,1,"{""name"":""rect"",""x"":163,""y"":65,""width"":6,""height"":35}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[163, 169, 65, 100]",Contact,FrontGridInterruption
85510,M0869C032100.jpg,16858,{},2,0,"{""name"":""rect"",""x"":264,""y"":157,""width"":11,""height"":55}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[264, 275, 157, 212]",Contact,FrontGridInterruption
3350,M0006C016010.jpg,19882,{},1,0,"{""name"":""rect"",""x"":42,""y"":232,""width"":6,""height"":42}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[42, 48, 232, 274]",Contact,FrontGridInterruption
36478,M0392C019000.jpg,15682,{},8,0,"{""name"":""rect"",""x"":57,""y"":18,""width"":7,""height"":13}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[57, 64, 18, 31]",Contact,FrontGridInterruption
86138,M0871C058100.jpg,17628,{},7,0,"{""name"":""rect"",""x"":32,""y"":68,""width"":4,""height"":39}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[32, 36, 68, 107]",Contact,FrontGridInterruption
4146,M0012C002010.jpg,188698,{},16,0,"{""name"":""rect"",""x"":714,""y"":144,""width"":15,""height"":98}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[714, 729, 144, 242]",Contact,FrontGridInterruption
41292,M0397C005000.jpg,16566,{},16,9,"{""name"":""rect"",""x"":38,""y"":11,""width"":5,""height"":19}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[38, 43, 11, 30]",Contact,FrontGridInterruption
64403,M0633C001000.jpg,16522,{},26,23,"{""name"":""rect"",""x"":71,""y"":171,""width"":4,""height"":21}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[71, 75, 171, 192]",Contact,FrontGridInterruption
13602,M0161C003100.jpg,27007,{},7,0,"{""name"":""rect"",""x"":222,""y"":85,""width"":8,""height"":21}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[222, 230, 85, 106]",Contact,FrontGridInterruption
27604,M0374C015100.jpg,18669,{},13,1,"{""name"":""rect"",""x"":71,""y"":4,""width"":3,""height"":23}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[71, 74, 4, 27]",Contact,FrontGridInterruption
9146,M0132C045000.jpg,16519,{},7,0,"{""name"":""rect"",""x"":71,""y"":10,""width"":6,""height"":35}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[71, 77, 10, 45]",Contact,FrontGridInterruption
10867,M0136C024010.jpg,14583,{},4,0,"{""name"":""rect"",""x"":159,""y"":121,""width"":6,""height"":39}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[159, 165, 121, 160]",Contact,FrontGridInterruption
37366,M0393C009000.jpg,16789,{},17,13,"{""name"":""rect"",""x"":151,""y"":260,""width"":6,""height"":29}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[151, 157, 260, 289]",Contact,FrontGridInterruption
83401,M0837C005000.jpg,7996,{},1,0,"{""name"":""rect"",""x"":136,""y"":11,""width"":10,""height"":37}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[136, 146, 11, 48]",Contact,FrontGridInterruption
41981,M0397C042000.jpg,18366,{},8,5,"{""name"":""rect"",""x"":29,""y"":11,""width"":5,""height"":20}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[29, 34, 11, 31]",Contact,FrontGridInterruption
12878,M0151C036010.jpg,13441,{},13,0,"{""name"":""rect"",""x"":127,""y"":14,""width"":7,""height"":21}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[127, 134, 14, 35]",Contact,FrontGridInterruption
7655,M0127C012100.jpg,268159,{},31,0,"{""name"":""rect"",""x"":163,""y"":13,""width"":17,""height"":73}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[163, 180, 13, 86]",Contact,FrontGridInterruption
75945,M0712C021000.jpg,14438,{},6,0,"{""name"":""polygon"",""all_points_x"":[12,12,12,18,17,12],""all_points_y"":[119,135,138,138,118,119]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[12, 18, 118, 138]",Contact,FrontGridInterruption
51604,M0500C056000.jpg,13774,{},3,0,"{""name"":""rect"",""x"":107,""y"":198,""width"":4,""height"":38}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[107, 111, 198, 236]",Contact,FrontGridInterruption
21479,M0339C053100.jpg,18218,{},14,0,"{""name"":""rect"",""x"":14,""y"":9,""width"":15,""height"":19}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[14, 29, 9, 28]",Contact,FrontGridInterruption
28649,M0375C053100.jpg,17425,{},5,0,"{""name"":""rect"",""x"":104,""y"":129,""width"":4,""height"":44}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[104, 108, 129, 173]",Contact,FrontGridInterruption
67777,M0635C059000.jpg,13757,{},10,0,"{""name"":""rect"",""x"":253,""y"":52,""width"":5,""height"":51}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[253, 258, 52, 103]",Contact,FrontGridInterruption
38468,M0394C009000.jpg,16324,{},19,16,"{""name"":""rect"",""x"":65,""y"":15,""width"":4,""height"":13}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[65, 69, 15, 28]",Contact,FrontGridInterruption
8548,M0131C021000.jpg,16101,{},9,0,"{""name"":""rect"",""x"":178,""y"":9,""width"":6,""height"":25}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[178, 184, 9, 34]",Contact,FrontGridInterruption
12368,M0150C034000.jpg,14978,{},14,0,"{""name"":""rect"",""x"":78,""y"":6,""width"":7,""height"":30}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[78, 85, 6, 36]",Contact,FrontGridInterruption
83996,M0842C001000.jpg,7897,{},6,0,"{""name"":""rect"",""x"":113,""y"":52,""width"":6,""height"":84}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[113, 119, 52, 136]",Contact,FrontGridInterruption
73900,M0643C015000.jpg,13366,{},2,0,"{""name"":""rect"",""x"":43,""y"":209,""width"":4,""height"":42}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[43, 47, 209, 251]",Contact,FrontGridInterruption
52140,M0538C038000.jpg,13102,{},4,0,"{""name"":""rect"",""x"":147,""y"":151,""width"":5,""height"":35}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[147, 152, 151, 186]",Contact,FrontGridInterruption
84372,M0844C021000.jpg,8366,{},7,0,"{""name"":""rect"",""x"":156,""y"":6,""width"":8,""height"":37}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[156, 164, 6, 43]",Contact,FrontGridInterruption
9761,M0134C005000.jpg,17425,{},3,1,"{""name"":""rect"",""x"":227,""y"":63,""width"":8,""height"":46}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[227, 235, 63, 109]",Contact,FrontGridInterruption
18320,M0334C002100.jpg,17037,{},7,2,"{""name"":""rect"",""x"":68,""y"":202,""width"":8,""height"":24}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[68, 76, 202, 226]",Contact,FrontGridInterruption
58108,M0618C017000.jpg,14118,{},1,0,"{""name"":""rect"",""x"":235,""y"":137,""width"":9,""height"":36}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[235, 244, 137, 173]",Contact,FrontGridInterruption
47916,M0453C009100.jpg,15957,{},2,0,"{""name"":""rect"",""x"":123,""y"":181,""width"":3,""height"":39}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[123, 126, 181, 220]",Contact,FrontGridInterruption
72222,M0640C043000.jpg,15824,{},32,25,"{""name"":""rect"",""x"":188,""y"":42,""width"":5,""height"":59}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[188, 193, 42, 101]",Contact,FrontGridInterruption
10065,M0134C046000.jpg,16214,{},4,0,"{""name"":""rect"",""x"":143,""y"":11,""width"":8,""height"":35}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[143, 151, 11, 46]",Contact,FrontGridInterruption
48472,M0456C033100.jpg,16838,{},3,1,"{""name"":""rect"",""x"":109,""y"":134,""width"":4,""height"":44}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[109, 113, 134, 178]",Contact,FrontGridInterruption
20149,M0336C059100.jpg,16617,{},17,0,"{""name"":""rect"",""x"":121,""y"":144,""width"":105,""height"":23}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[121, 226, 144, 167]",Contact,FrontGridInterruption
50070,M0468C010000.jpg,13874,{},1,0,"{""name"":""rect"",""x"":117,""y"":31,""width"":3,""height"":16}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[117, 120, 31, 47]",Contact,FrontGridInterruption
65582,M0634C015000.jpg,14246,{},28,25,"{""name"":""rect"",""x"":205,""y"":62,""width"":5,""height"":15}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[205, 210, 62, 77]",Contact,FrontGridInterruption
43070,M0398C043000.jpg,15745,{},24,2,"{""name"":""rect"",""x"":108,""y"":8,""width"":5,""height"":28}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[108, 113, 8, 36]",Contact,FrontGridInterruption
28312,M0375C007100.jpg,16810,{},4,0,"{""name"":""rect"",""x"":181,""y"":134,""width"":5,""height"":46}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[181, 186, 134, 180]",Contact,FrontGridInterruption
26475,M0364C010000.jpg,16444,{},16,14,"{""name"":""rect"",""x"":143,""y"":272,""width"":9,""height"":16}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[143, 152, 272, 288]",Contact,FrontGridInterruption
86860,M0877C003000.jpg,14164,{},4,0,"{""name"":""rect"",""x"":182,""y"":112,""width"":4,""height"":27}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[182, 186, 112, 139]",Contact,FrontGridInterruption
55682,M0583C045100.jpg,20397,{},7,1,"{""name"":""polygon"",""all_points_x"":[225,225,233,234,231,230,225],""all_points_y"":[47,121,121,73,73,50,47]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[225, 234, 47, 121]",Contact,FrontGridInterruption
85327,M0867C026100.jpg,17338,{},5,0,"{""name"":""rect"",""x"":127,""y"":65,""width"":10,""height"":70}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[127, 137, 65, 135]",Contact,FrontGridInterruption
76006,M0712C033000.jpg,13253,{},6,2,"{""name"":""polygon"",""all_points_x"":[185,185,191,191,185],""all_points_y"":[94,131,131,91,94]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[185, 191, 91, 131]",Contact,FrontGridInterruption
82409,M0830C005000.jpg,8129,{},3,0,"{""name"":""rect"",""x"":120,""y"":8,""width"":7,""height"":37}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[120, 127, 8, 45]",Contact,FrontGridInterruption
14672,M0164C029000.jpg,22398,{},5,0,"{""name"":""rect"",""x"":145,""y"":80,""width"":10,""height"":61}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[145, 155, 80, 141]",Contact,FrontGridInterruption
8334,M0130C026100.jpg,8591,{},9,7,"{""name"":""rect"",""x"":53,""y"":57,""width"":8,""height"":48}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[53, 61, 57, 105]",Contact,FrontGridInterruption
25975,M0363C038000.jpg,16389,{},22,16,"{""name"":""rect"",""x"":58,""y"":6,""width"":6,""height"":30}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[58, 64, 6, 36]",Contact,FrontGridInterruption
38970,M0394C051000.jpg,16684,{},15,11,"{""name"":""rect"",""x"":10,""y"":13,""width"":9,""height"":25}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[10, 19, 13, 38]",Contact,FrontGridInterruption
9976,M0134C028000.jpg,17272,{},10,0,"{""name"":""rect"",""x"":57,""y"":58,""width"":6,""height"":57}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[57, 63, 58, 115]",Contact,FrontGridInterruption
37431,M0393C013000.jpg,16930,{},19,13,"{""name"":""rect"",""x"":43,""y"":9,""width"":7,""height"":13}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[43, 50, 9, 22]",Contact,FrontGridInterruption
45568,M0411C043000.jpg,16645,{},6,3,"{""name"":""rect"",""x"":222,""y"":99,""width"":4,""height"":45}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[222, 226, 99, 144]",Contact,FrontGridInterruption
21280,M0339C029100.jpg,17313,{},11,9,"{""name"":""rect"",""x"":129,""y"":261,""width"":7,""height"":24}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[129, 136, 261, 285]",Contact,FrontGridInterruption
55253,M0582C051100.jpg,19922,{},16,0,"{""name"":""polygon"",""all_points_x"":[217,216,223,224,217],""all_points_y"":[19,42,42,19,19]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[216, 224, 19, 42]",Contact,FrontGridInterruption
15946,M0170C056010.jpg,21155,{},9,0,"{""name"":""rect"",""x"":144,""y"":14,""width"":10,""height"":31}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[144, 154, 14, 45]",Contact,FrontGridInterruption
20265,M0337C012100.jpg,16204,{},5,0,"{""name"":""rect"",""x"":41,""y"":193,""width"":9,""height"":30}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[41, 50, 193, 223]",Contact,FrontGridInterruption
42727,M0398C025000.jpg,16635,{},16,9,"{""name"":""rect"",""x"":119,""y"":5,""width"":7,""height"":28}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[119, 126, 5, 33]",Contact,FrontGridInterruption
50119,M0468C049000.jpg,13615,{},1,0,"{""name"":""rect"",""x"":70,""y"":126,""width"":3,""height"":17}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[70, 73, 126, 143]",Contact,FrontGridInterruption
53879,M0577C044000.jpg,13245,{},3,0,"{""name"":""polygon"",""all_points_x"":[122,121,125,127,122],""all_points_y"":[211,253,253,209,211]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[121, 127, 209, 253]",Contact,FrontGridInterruption
45900,M0414C056100.jpg,17568,{},2,0,"{""name"":""rect"",""x"":51,""y"":206,""width"":5,""height"":31}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[51, 56, 206, 237]",Contact,FrontGridInterruption
13318,M0153C014110.jpg,33569,{},4,1,"{""name"":""rect"",""x"":10,""y"":268,""width"":8,""height"":15}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[10, 18, 268, 283]",Contact,FrontGridInterruption
19707,M0336C031100.jpg,17663,{},29,0,"{""name"":""rect"",""x"":104,""y"":140,""width"":111,""height"":23}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[104, 215, 140, 163]",Contact,FrontGridInterruption
64275,M0632C054000.jpg,14203,{},10,1,"{""name"":""rect"",""x"":161,""y"":47,""width"":13,""height"":54}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[161, 174, 47, 101]",Contact,FrontGridInterruption
80056,M0769C053100.jpg,16400,{},3,0,"{""name"":""rect"",""x"":73,""y"":189,""width"":5,""height"":21}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[73, 78, 189, 210]",Contact,FrontGridInterruption
49838,M0466C006000.jpg,8073,{},3,0,"{""name"":""rect"",""x"":141,""y"":65,""width"":4,""height"":41}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[141, 145, 65, 106]",Contact,FrontGridInterruption
76407,M0714C025000.jpg,13159,{},12,6,"{""name"":""rect"",""x"":2,""y"":157,""width"":2,""height"":44}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[2, 4, 157, 201]",Contact,FrontGridInterruption
13324,M0153C016110.jpg,29217,{},4,0,"{""name"":""rect"",""x"":124,""y"":8,""width"":8,""height"":17}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[124, 132, 8, 25]",Contact,FrontGridInterruption
72015,M0640C032000.jpg,15219,{},18,13,"{""name"":""rect"",""x"":18,""y"":19,""width"":4,""height"":12}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[18, 22, 19, 31]",Contact,FrontGridInterruption
41161,M0396C057000.jpg,16114,{},23,15,"{""name"":""rect"",""x"":121,""y"":76,""width"":5,""height"":63}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[121, 126, 76, 139]",Contact,FrontGridInterruption
80877,M0821C013000.jpg,15062,{},4,0,"{""name"":""rect"",""x"":15,""y"":83,""width"":8,""height"":62}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[15, 23, 83, 145]",Contact,FrontGridInterruption
14776,M0164C044000.jpg,22022,{},9,0,"{""name"":""rect"",""x"":16,""y"":77,""width"":10,""height"":64}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[16, 26, 77, 141]",Contact,FrontGridInterruption
73216,M0642C008000.jpg,13252,{},6,0,"{""name"":""rect"",""x"":187,""y"":162,""width"":4,""height"":12}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[187, 191, 162, 174]",Contact,FrontGridInterruption
41204,M0396C059000.jpg,16062,{},29,18,"{""name"":""rect"",""x"":33,""y"":21,""width"":7,""height"":25}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[33, 40, 21, 46]",Contact,FrontGridInterruption
72739,M0641C028000.jpg,13339,{},6,0,"{""name"":""rect"",""x"":21,""y"":46,""width"":3,""height"":28}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[21, 24, 46, 74]",Contact,FrontGridInterruption
79137,M0764C025100.jpg,15886,{},6,5,"{""name"":""rect"",""x"":134,""y"":165,""width"":7,""height"":20}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[134, 141, 165, 185]",Contact,FrontGridInterruption
78493,M0761C014100.jpg,14937,{},1,0,"{""name"":""rect"",""x"":252,""y"":8,""width"":2,""height"":14}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[252, 254, 8, 22]",Contact,FrontGridInterruption
21316,M0339C033100.jpg,19714,{},5,2,"{""name"":""rect"",""x"":255,""y"":266,""width"":8,""height"":21}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[255, 263, 266, 287]",Contact,FrontGridInterruption
52249,M0546C017000.jpg,13120,{},5,0,"{""name"":""rect"",""x"":168,""y"":195,""width"":4,""height"":19}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[168, 172, 195, 214]",Contact,FrontGridInterruption
63932,M0632C043000.jpg,16119,{},27,16,"{""name"":""rect"",""x"":53,""y"":159,""width"":4,""height"":14}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[53, 57, 159, 173]",Contact,FrontGridInterruption
22696,M0358C027000.jpg,17613,{},5,4,"{""name"":""rect"",""x"":114,""y"":0,""width"":29,""height"":40}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[114, 143, 0, 40]",Contact,FrontGridInterruption
31777,M0380C028000.jpg,16153,{},24,16,"{""name"":""rect"",""x"":49,""y"":5,""width"":4,""height"":19}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[49, 53, 5, 24]",Contact,FrontGridInterruption
66808,M0634C060000.jpg,17410,{},47,43,"{""name"":""rect"",""x"":25,""y"":64,""width"":5,""height"":25}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[25, 30, 64, 89]",Contact,FrontGridInterruption
56836,M0595C053100.jpg,17566,{},9,2,"{""name"":""polygon"",""all_points_x"":[43,43,47,48,43],""all_points_y"":[17,46,47,18,17]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[43, 48, 17, 47]",Contact,FrontGridInterruption
65736,M0634C021000.jpg,14305,{},21,9,"{""name"":""rect"",""x"":196,""y"":19,""width"":5,""height"":19}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[196, 201, 19, 38]",Contact,FrontGridInterruption
12931,M0151C039010.jpg,14370,{},13,0,"{""name"":""rect"",""x"":131,""y"":17,""width"":7,""height"":21}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[131, 138, 17, 38]",Contact,FrontGridInterruption
62581,M0631C040000.jpg,14543,{},10,4,"{""name"":""rect"",""x"":34,""y"":46,""width"":6,""height"":48}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[34, 40, 46, 94]",Contact,FrontGridInterruption
58396,M0619C020000.jpg,14600,{},6,2,"{""name"":""rect"",""x"":184,""y"":134,""width"":8,""height"":46}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[184, 192, 134, 180]",Contact,FrontGridInterruption
6473,M0078C011010.jpg,184348,{},16,0,"{""name"":""rect"",""x"":672,""y"":226,""width"":19,""height"":60}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[672, 691, 226, 286]",Contact,FrontGridInterruption
49350,M0463C008000.jpg,8217,{},8,0,"{""name"":""rect"",""x"":19,""y"":156,""width"":5,""height"":30}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[19, 24, 156, 186]",Contact,FrontGridInterruption
84965,M0865C030000.jpg,13797,{},17,0,"{""name"":""rect"",""x"":262,""y"":59,""width"":6,""height"":44}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[262, 268, 59, 103]",Contact,FrontGridInterruption
16941,M0295C003000.jpg,19272,{},12,0,"{""name"":""rect"",""x"":115,""y"":75,""width"":4,""height"":31}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[115, 119, 75, 106]",Contact,FrontGridInterruption
75682,M0711C022000.jpg,15030,{},7,4,"{""name"":""polygon"",""all_points_x"":[20,20,14,15,20],""all_points_y"":[139,115,115,136,139]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[14, 20, 115, 139]",Contact,FrontGridInterruption
59908,M0628C054000.jpg,14213,{},2,0,"{""name"":""rect"",""x"":222,""y"":144,""width"":5,""height"":20}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[222, 227, 144, 164]",Contact,FrontGridInterruption
8676,M0131C038000.jpg,6783,{},10,1,"{""name"":""rect"",""x"":97,""y"":148,""width"":16,""height"":46}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[97, 113, 148, 194]",Contact,FrontGridInterruption
39626,M0395C034000.jpg,16988,{},16,12,"{""name"":""rect"",""x"":147,""y"":161,""width"":7,""height"":54}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[147, 154, 161, 215]",Contact,FrontGridInterruption
52183,M0538C053000.jpg,13766,{},2,0,"{""name"":""rect"",""x"":108,""y"":225,""width"":5,""height"":25}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[108, 113, 225, 250]",Contact,FrontGridInterruption
27123,M0364C055000.jpg,17308,{},19,16,"{""name"":""rect"",""x"":83,""y"":206,""width"":7,""height"":11}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[83, 90, 206, 217]",Contact,FrontGridInterruption
